CustomerId,Age,Employment_Type,Sector,Gender,Part_Of_UK,Income,Native_Country,Loan_Period,Loan_Amount,Other_Debt,Housing_Situation,Has_CCJ,Default
3301,38,Private,Retail,Male,Wales,56700,UK,797,9700,0,1,0,0
3321,29,Private,Engineering,Female,North West,29700,UK,703,6300,0,1,0,0
3326,29,Self-Employed,Technology,Female,East Anglia,25200,UK,457,7800,0,1,0,1
3344,23,Unemployed,N/A,Female,South East,0,UK,715,7400,0,1,1,0
3345,20,Unemployed,N/A,Male,South East,0,Ch,303,9100,0,1,0,1
3346,21,Public,Healthcare,Female,South West,26700,UK,692,6000,0,1,0,0
3351,17,Unemployed,N/A,Female,South West,0,UK,624,10000,0,1,0,0
3365,17,Public,Infrastructure,Female,North West,24900,UK,376,10800,0,1,0,1
3369,38,Private,Law,Male,London,88900,UK,508,12300,0,1,0,0
3387,24,Unemployed,N/A,Male,East Anglia,0,UK,399,7200,0,1,0,1
3389,24,Private,Technology,Female,South East,38900,UK,375,10400,0,1,0,1
3393,22,Private,Engineering,Male,North West,24400,UK,489,8400,0,1,0,1
3394,26,Private,Agriculture,Male,North West,19800,UK,426,10800,0,1,0,1
3420,37,Self-Employed,Healthcare,Female,Northern Ireland,21100,UK,509,7900,0,1,0,0
3421,29,Private,Media,Male,London,32900,UK,327,8700,0,1,0,1
3428,29,Private,Retail,Female,East Anglia,24200,UK,639,8600,0,1,0,0
3442,22,Public,Law Enforcement,Female,South East,29400,UK,326,12200,0,1,0,1
3446,44,Private,Healthcare,Female,London,12400,UK,729,8500,0,1,0,0
3452,29,Private,Law,Male,South East,29200,UK,132,8900,0,1,0,1
3459,25,Private,Media,Female,North West,30400,UK,715,7700,0,1,0,0
3466,48,Private,Finance,Female,Midlands,24800,UK,847,9900,0,1,0,0
3476,13,Public,Education,Female,London,30800,UK,877,7700,0,1,1,0
3495,24,Unemployed,N/A,Female,North West,0,UK,1285,8000,0,1,0,0
3522,38,Private,Technology,Female,Wales,26200,UK,746,12300,0,1,0,0
3535,33,Private,Media,Female,Scotland,21600,UK,901,12400,0,1,0,0
3549,21,Public,Infrastructure,Female,South East,29000,UK,536,11100,0,1,0,0
3563,46,Private,Technology,Female,South East,33200,Ot,990,9100,0,1,0,0
3574,22,Unemployed,N/A,Male,South West,0,UK,844,10200,8690,1,0,0
3584,51,Private,Finance,Female,London,15100,UK,769,13600,0,1,0,0
3596,29,Private,Healthcare,Male,South East,29900,UK,441,10200,0,1,0,1
3606,29,Private,Healthcare,Male,Northern Ireland,15300,UK,827,8700,0,1,0,0
3615,24,Unemployed,N/A,Female,South East,0,Ot,373,10700,0,1,0,1
3632,31,Private,Finance,Female,South East,31800,UK,485,9700,0,1,0,1
3634,21,Unemployed,N/A,Female,East Anglia,0,UK,397,9000,0,1,0,1
3639,21,Public,Healthcare,Male,South East,29900,UK,189,9500,0,1,0,1
3643,63,Private,Law,Male,South East,18500,UK,603,8600,0,1,0,0
3655,54,Private,Agriculture,Female,South East,15600,UK,372,8400,0,1,0,1
3657,18,Public,Education,Female,London,31100,UK,186,10800,0,1,0,1
3673,20,Public,Military,Male,West Midlands,18600,UK,543,8700,0,1,0,0
3681,28,Private,Technology,Female,Scotland,29500,UK,810,11000,0,1,0,0
3697,35,Private,Engineering,Female,North West,17300,UK,320,10300,0,1,0,1
3709,30,Private,Law,Male,West Midlands,8800,UK,774,11900,0,1,0,0
3710,19,Public,Law Enforcement,Male,North West,25600,UK,644,10400,0,1,0,0
3734,23,Public,Military,Female,South East,27200,UK,279,9600,0,1,0,1
3743,42,Private,Finance,Female,South East,22600,UK,708,12800,0,1,0,0
3744,46,Private,Engineering,Female,London,39500,UK,724,9800,475,1,0,0
3747,28,Private,Retail,Male,South East,31200,UK,654,8800,0,1,0,0
3748,20,Private,Technology,Female,South East,31800,UK,410,11500,0,1,0,1
3765,26,Private,Healthcare,Male,West Midlands,10500,UK,247,8300,0,1,0,1
3793,44,Private,Retail,Female,West Midlands,10200,UK,1146,7900,0,1,0,0
3796,33,Private,Finance,Male,Midlands,16100,UK,545,10000,0,1,0,0
3813,49,Private,Agriculture,Female,South East,57500,UK,628,9100,0,1,0,0
3824,49,Private,Retail,Female,London,31200,UK,150,9600,0,1,0,1
3876,39,Private,Finance,Female,North West,30700,UK,340,5300,0,1,0,1
3882,27,Private,Finance,Female,Scotland,25800,UK,234,10900,0,1,0,1
3885,50,Private,Engineering,Male,North West,13300,UK,350,13000,0,1,0,1
3898,13,Public,Military,Male,South East,32700,UK,305,9700,0,1,0,1
3927,16,Private,Law,Male,South East,16300,UK,543,10600,0,1,0,0
3929,26,Private,Technology,Male,South East,24700,UK,360,10700,0,1,0,1
3930,30,Private,Finance,Female,South East,39000,UK,659,8000,3726,1,0,0
3952,34,Private,Finance,Female,East Anglia,7600,UK,136,10000,0,1,0,1
3965,27,Volunteer,Agriculture,Female,West Midlands,0,UK,235,8700,0,1,0,1
3970,31,Private,Healthcare,Female,South East,57300,Ge,724,9900,0,1,0,0
3982,24,Public,Healthcare,Female,London,28500,UK,69,10200,0,1,1,1
3984,27,Volunteer,Finance,Male,London,0,UK,768,10000,0,1,0,0
3985,62,Unemployed,N/A,Male,South West,0,UK,557,8200,0,1,0,0
3986,34,Private,Agriculture,Female,North West,21400,UK,274,11500,0,1,0,1
3990,34,Private,Media,Male,Wales,9300,UK,147,7100,0,1,0,1
3994,37,Public,Education,Male,South East,31000,UK,777,7900,0,1,0,0
4008,32,Private,Technology,Male,South West,17300,UK,1148,9700,0,1,0,0
4014,32,Private,Finance,Female,London,21000,Ot,792,9900,0,1,0,0
4015,80,Private,Healthcare,Female,London,17400,UK,667,10400,3872,1,0,0
4016,43,Private,Media,Male,London,44200,UK,232,9500,0,1,0,1
4027,27,Private,Law,Male,South East,34000,UK,685,9900,0,1,0,0
4039,71,Private,Finance,Male,South East,15600,UK,780,8300,12000,1,0,0
4048,36,Private,Healthcare,Male,South West,9400,UK,871,5600,0,1,0,0
4056,30,Private,Finance,Female,West Midlands,18000,UK,548,11100,0,1,0,0
4062,34,Private,Law,Male,East Anglia,50900,UK,437,10300,0,1,0,1
4088,15,Private,Media,Female,London,30100,UK,457,12400,0,1,0,1
4097,29,Private,Retail,Female,South West,20500,UK,543,9100,0,1,0,0
4098,23,Unemployed,N/A,Female,London,0,Fr,137,12900,0,1,0,1
4100,36,Public,Education,Female,South East,30700,UK,738,7700,0,1,0,0
4116,32,Private,Technology,Female,London,33900,UK,180,9200,0,1,0,1
4120,23,Public,Law Enforcement,Male,West Midlands,19900,UK,178,13100,0,1,0,1
4121,50,Private,Engineering,Male,South East,17500,UK,769,7300,0,1,0,0
4135,36,Private,Finance,Female,South West,8400,UK,926,9400,0,1,0,0
4140,29,Private,Finance,Male,London,27500,UK,734,13400,0,1,0,0
4201,31,Public,Military,Male,North West,24200,UK,232,12300,0,1,0,1
4202,38,Private,Media,Male,South East,26600,UK,628,10000,0,1,0,0
4206,73,Private,Media,Female,West Midlands,11000,UK,452,8600,0,1,0,1
4211,31,Private,Media,Male,North West,14200,UK,86,9000,0,1,0,1
4256,36,Private,Law,Female,London,40400,UK,899,8400,0,1,0,0
4266,38,Private,Agriculture,Female,Wales,34000,UK,381,9600,0,1,0,1
4268,30,Private,Law,Female,South East,43300,UK,620,7700,0,1,0,0
4270,28,Private,Agriculture,Male,North West,33500,UK,503,10400,0,1,0,0
4288,47,Private,Technology,Male,London,27600,UK,927,7600,0,1,0,0
4293,34,Public,Healthcare,Female,London,29300,UK,926,9500,0,1,0,0
4297,26,Private,Healthcare,Female,Scotland,23300,UK,305,11800,0,1,0,1
4300,38,Private,Technology,Female,West Midlands,71500,UK,163,10900,0,1,0,1
4310,26,Private,Engineering,Female,South East,30500,UK,487,10000,0,1,0,1
4322,24,Public,Military,Male,East Anglia,21900,UK,518,9600,0,1,0,1
4325,44,Private,Law,Male,South East,18700,UK,850,9800,0,1,0,0
4339,30,Private,Finance,Female,South West,25200,UK,570,7400,0,1,0,0
4340,28,Private,Agriculture,Male,West Midlands,21300,UK,291,11600,0,1,0,1
4342,33,Private,Technology,Female,East Anglia,32600,UK,180,11300,0,1,0,1
4343,19,Public,Education,Female,Northern Ireland,19000,UK,512,6800,0,1,0,1
4352,40,Private,Technology,Male,North West,10800,UK,192,10100,0,1,0,1
4358,15,Private,Technology,Female,Northern Ireland,19900,UK,979,9200,0,1,0,0
4360,22,Public,Infrastructure,Female,North West,23100,UK,734,9500,0,1,0,0
4364,28,Private,Engineering,Male,London,27000,UK,271,11000,0,1,0,1
4367,27,Private,Agriculture,Female,London,31700,UK,615,10900,0,1,0,0
4369,28,Public,Healthcare,Male,South West,24800,UK,276,13300,0,1,0,1
4371,32,Private,Law,Male,North West,37500,UK,345,7900,0,1,1,1
4383,40,Private,Law,Female,London,17600,UK,649,7400,0,1,0,0
4385,40,Private,Engineering,Male,North West,14500,Pa,895,10500,0,1,0,0
4390,46,Private,Retail,Male,East Anglia,15000,UK,628,10400,0,1,0,0
4392,25,Private,Retail,Male,Scotland,29800,UK,630,7100,0,1,0,0
4393,37,Private,Law,Male,South East,31400,UK,451,6500,0,1,0,1
4395,36,Self-Employed,Agriculture,Female,South West,27100,UK,480,10300,0,1,0,1
4401,27,Private,Engineering,Male,London,36300,UK,474,12400,13861,1,0,1
4416,32,Private,Agriculture,Male,West Midlands,20300,Ir,901,9300,0,1,0,0
4419,23,Public,Healthcare,Male,South East,31300,UK,228,8400,0,1,0,1
4420,36,Private,Law,Male,South West,21200,Ot,168,12500,12395,1,0,1
4449,48,Private,Media,Female,West Midlands,21800,UK,499,10400,18032,1,0,1
4450,20,Unemployed,N/A,Female,London,0,UK,616,9400,0,1,0,0
4452,28,Private,Technology,Male,London,39000,UK,467,13400,0,1,0,1
4465,24,Private,Healthcare,Female,North West,26100,UK,701,11300,0,1,0,0
4476,46,Private,Healthcare,Male,South East,24200,UK,897,8600,0,1,0,0
4480,21,Unemployed,N/A,Male,North West,0,UK,248,10400,0,1,0,1
4506,55,Private,Engineering,Female,North West,12700,UK,730,10600,0,1,0,0
4533,39,Public,Healthcare,Female,North West,23900,UK,275,9100,0,1,0,1
4544,37,Private,Law,Female,North West,23700,UK,350,12100,0,1,0,1
4546,26,Private,Retail,Male,London,35300,UK,580,10200,0,1,0,0
4587,39,Private,Finance,Male,North West,30300,UK,68,5900,0,1,0,1
4598,36,Public,Military,Female,South East,28000,UK,263,7800,0,1,0,1
4602,39,Private,Agriculture,Female,West Midlands,23900,UK,989,13000,0,1,0,0
4636,34,Private,Agriculture,Male,South East,53100,UK,461,10800,0,1,0,1
4653,26,Private,Technology,Female,North West,28600,UK,661,10700,0,1,0,0
4675,54,Private,Technology,Female,London,16200,UK,146,12100,0,1,0,1
4680,36,Self-Employed,Finance,Female,West Midlands,20700,UK,797,12400,0,1,0,0
4683,27,Private,Retail,Female,South West,13900,UK,236,7700,0,1,0,1
4737,23,Unemployed,N/A,Female,Scotland,0,UK,164,12700,0,1,0,1
4785,22,Public,Law Enforcement,Female,West Midlands,20500,UK,96,7500,0,1,0,1
4794,43,Private,Engineering,Male,South East,27800,UK,350,11700,0,1,0,1
4808,30,Private,Engineering,Male,South East,45500,UK,682,7000,0,1,0,0
4815,29,Private,Media,Female,London,35500,Ot,174,10300,0,1,0,1
4820,31,Private,Retail,Male,Midlands,20600,UK,523,11100,0,1,0,0
4841,25,Private,Finance,Male,South East,34600,UK,302,12800,0,1,0,1
4844,33,Private,Media,Male,South East,12000,UK,448,11400,0,1,0,1
4848,33,Private,Finance,Female,South East,19200,UK,618,8600,0,1,0,0
4860,48,Private,Engineering,Female,South East,62700,UK,518,8200,0,1,0,0
4894,60,Private,Healthcare,Male,North West,16300,UK,166,11600,0,1,0,1
4896,23,Public,Law Enforcement,Male,Scotland,26100,UK,456,10500,0,1,1,1
4899,21,Public,Military,Male,South East,28500,UK,442,9300,0,1,0,1
4901,47,Private,Healthcare,Female,South East,28900,UK,616,8300,10751,1,0,0
4905,15,Unemployed,N/A,Male,South East,0,UK,463,11900,0,1,0,1
4916,47,Private,Agriculture,Female,East Anglia,29400,UK,763,9000,9832,1,0,0
4926,32,Private,Technology,Male,West Midlands,8700,UK,709,11800,0,1,0,0
4932,14,Private,Finance,Female,South West,19200,UK,830,12400,0,1,0,0
4937,47,Public,Military,Male,Scotland,26000,Po,150,11100,0,1,0,1
4940,20,Public,Infrastructure,Female,West Midlands,20500,UK,683,8600,0,1,0,0
4941,32,Volunteer,Healthcare,Male,South West,0,UK,402,8300,0,1,0,1
4947,25,Private,Agriculture,Male,London,24300,UK,780,9800,0,1,0,0
4992,24,Unemployed,N/A,Male,North West,0,UK,197,10800,0,1,0,1
5000,25,Private,Law,Female,North West,24900,UK,165,11300,0,1,0,1
5005,23,Public,Military,Male,North West,25300,UK,674,12000,0,1,0,0
5011,16,Public,Infrastructure,Female,East Anglia,19500,UK,527,6300,0,1,0,0
5024,24,Unemployed,N/A,Male,South East,0,UK,469,11000,0,1,0,1
5028,37,Self-Employed,Finance,Female,Scotland,25600,UK,411,8000,0,1,0,1
5038,62,Private,Law,Male,East Anglia,11900,UK,477,11100,0,1,0,1
5042,29,Volunteer,Healthcare,Female,North West,0,UK,724,9000,0,1,0,0
5050,58,Private,Engineering,Male,East Anglia,9400,UK,624,5100,0,1,0,0
5052,34,Private,Healthcare,Male,Midlands,14500,UK,170,10400,0,1,0,1
5062,41,Private,Law,Female,Midlands,13400,UK,215,8800,0,1,0,1
5085,42,Self-Employed,Education,Female,East Anglia,28400,UK,418,10900,0,1,0,1
5099,25,Private,Engineering,Male,South West,20600,UK,408,12100,0,1,0,1
5129,18,Private,Law,Male,Scotland,29900,UK,435,10900,0,1,0,1
5139,23,Private,Agriculture,Female,South West,26300,UK,299,6900,0,1,0,1
5151,23,Public,Infrastructure,Male,South East,28000,UK,645,13000,0,1,0,0
5172,29,Private,Media,Male,South East,27500,UK,470,9500,0,1,0,1
5173,22,Public,Infrastructure,Female,London,30800,UK,331,9700,0,1,0,1
5176,37,Private,Law,Female,London,16500,UK,231,6700,0,1,1,1
5182,25,Private,Law,Male,South East,31300,UK,663,9000,0,1,0,0
5192,31,Private,Retail,Female,South East,45900,UK,536,8600,0,1,0,0
5205,27,Private,Media,Male,South East,27100,UK,790,10300,0,1,0,0
5208,30,Self-Employed,Agriculture,Male,Scotland,66500,UK,634,7900,0,1,0,0
5209,36,Private,Retail,Female,Midlands,33400,UK,75,8500,0,1,0,1
5211,36,Private,Retail,Female,South East,24800,UK,431,6800,0,1,0,1
5224,19,Public,Healthcare,Female,London,32400,UK,413,5700,0,1,0,1
5231,30,Private,Finance,Male,London,27700,UK,1114,8300,0,1,0,0
5252,29,Private,Engineering,Female,East Anglia,12800,UK,564,10300,0,1,0,0
5256,34,Private,Finance,Female,East Anglia,21300,UK,193,10600,0,1,0,1
5257,15,Unemployed,N/A,Male,South West,0,UK,841,5300,0,1,0,0
5275,19,Private,Retail,Female,London,36200,UK,5,6700,0,1,0,1
5278,22,Private,Media,Male,North West,22100,UK,1167,7800,0,1,0,0
5295,34,Private,Law,Male,Scotland,21100,Ot,459,13300,297,1,0,1
5297,49,Private,Healthcare,Female,South West,25900,UK,736,8900,0,1,0,0
5311,35,Private,Media,Male,South East,31200,UK,547,8600,0,1,0,0
5315,34,Private,Technology,Male,London,36700,UK,185,9700,0,1,0,1
5323,64,Private,Agriculture,Female,South East,16200,UK,36,7200,0,1,0,1
5325,56,Private,Engineering,Female,Scotland,13700,UK,447,11000,15538,1,0,1
5341,30,Private,Engineering,Male,South West,18300,UK,883,10100,0,1,0,0
5347,22,Private,Retail,Male,Midlands,21700,UK,410,9100,0,1,0,1
5351,32,Private,Retail,Male,South East,29000,UK,639,7100,0,1,0,0
5352,36,Public,Healthcare,Female,Midlands,17900,UK,556,12200,0,1,0,0
5353,20,Unemployed,N/A,Male,Scotland,0,UK,619,8600,0,1,0,0
5358,23,Public,Infrastructure,Female,South East,30100,UK,485,10500,0,1,0,1
5365,59,Private,Engineering,Female,South East,16000,UK,373,11200,0,1,1,1
5376,24,Private,Law,Male,East Anglia,18500,UK,860,12000,0,1,0,0
5378,18,Unemployed,N/A,Male,West Midlands,0,UK,445,7600,0,1,0,1
5402,25,Private,Technology,Female,West Midlands,18900,UK,541,12500,0,1,0,0
5437,29,Private,Agriculture,Female,South East,28400,UK,203,14000,0,1,0,1
5453,24,Private,Law,Male,East Anglia,14700,UK,1183,8900,0,1,0,0
5463,44,Private,Healthcare,Female,South East,28000,UK,415,12200,0,1,0,1
5479,16,Public,Military,Male,London,30100,UK,446,10000,0,1,0,1
5480,27,Private,Engineering,Female,South East,35400,Ir,790,9800,0,1,0,0
5495,37,Private,Engineering,Female,Northern Ireland,13800,UK,519,11500,0,1,0,0
5505,17,Private,Media,Female,London,29100,UK,341,11200,0,1,0,1
5565,31,Private,Technology,Male,South West,16900,UK,769,10000,0,1,0,0
5566,29,Public,Healthcare,Female,South East,30400,UK,694,8800,0,1,0,0
5581,41,Private,Law,Female,South East,27600,UK,960,9300,0,1,0,0
5589,38,Private,Finance,Female,London,39300,UK,642,11600,0,1,0,0
5602,31,Private,Agriculture,Male,North West,18000,UK,408,13800,0,1,0,1
5616,23,Private,Engineering,Female,East Anglia,27400,UK,224,12400,0,1,0,1
5617,19,Unemployed,N/A,Male,South East,0,UK,426,11700,0,1,0,1
5624,38,Public,Infrastructure,Female,South East,29900,UK,451,8300,0,1,0,1
5641,15,Private,Agriculture,Female,Midlands,20100,UK,38,9100,0,1,0,1
5675,18,Private,Agriculture,Female,South East,25100,UK,293,9900,0,1,0,1
5678,52,Self-Employed,Agriculture,Male,London,12400,UK,249,10300,0,1,0,1
5679,47,Self-Employed,Education,Female,London,25300,UK,611,11000,0,1,0,0
5683,42,Private,Media,Female,Midlands,10200,UK,1028,7800,0,1,0,0
5688,30,Public,Infrastructure,Male,Scotland,28900,UK,877,11000,0,1,0,0
5689,18,Private,Healthcare,Female,North West,20800,UK,233,9300,0,1,0,1
5694,53,Self-Employed,Technology,Female,London,10500,UK,929,10000,0,1,0,0
5704,28,Private,Technology,Female,North West,29900,UK,721,1900,0,1,0,0
5706,39,Private,Engineering,Female,South East,27000,UK,427,9400,0,1,0,1
5709,29,Private,Finance,Female,North West,25700,UK,377,11100,0,1,0,1
5732,46,Private,Retail,Female,East Anglia,26800,UK,640,11700,0,1,0,0
5739,42,Private,Media,Male,West Midlands,10500,UK,46,10200,0,1,0,1
5750,33,Private,Law,Female,Scotland,30900,UK,587,9600,0,1,0,0
5770,39,Private,Agriculture,Male,Midlands,15100,UK,48,10200,0,1,0,1
5778,18,Private,Retail,Male,London,32600,UK,526,12600,0,1,0,0
5790,46,Private,Engineering,Female,London,14300,UK,994,11100,0,1,0,0
5795,22,Private,Agriculture,Female,South East,29100,UK,953,8900,0,1,0,0
5796,26,Private,Healthcare,Female,North West,17900,UK,57,12100,0,1,0,1
5807,21,Public,Healthcare,Male,South West,25800,Ot,492,10000,0,1,0,1
5819,51,Private,Engineering,Male,West Midlands,11500,UK,954,17000,0,1,0,0
5832,26,Private,Media,Female,London,22700,UK,424,7500,0,1,0,1
5840,28,Volunteer,Technology,Male,South West,0,UK,500,12800,0,1,0,1
5854,19,Private,Media,Male,South East,40300,UK,53,10800,0,1,0,1
5873,14,Private,Law,Female,Scotland,27800,UK,939,10800,0,1,0,0
5874,35,Private,Engineering,Female,Scotland,20000,UK,783,10500,0,1,0,0
5875,26,Private,Agriculture,Male,North West,26900,UK,301,13700,0,1,0,1
5903,16,Unemployed,N/A,Female,West Midlands,0,UK,179,9600,0,1,0,1
5907,43,Private,Engineering,Female,South West,22900,UK,434,11300,0,1,0,1
5912,69,Private,Agriculture,Female,London,18800,UK,781,9200,1461,1,0,0
5916,27,Private,Agriculture,Male,North West,12300,UK,798,15200,0,1,0,0
5923,20,Unemployed,N/A,Male,South West,0,UK,293,8700,0,1,0,1
5930,29,Self-Employed,Agriculture,Male,Scotland,19800,UK,510,8900,0,1,0,0
5944,35,Private,Retail,Male,Scotland,16600,UK,513,10300,0,1,0,0
5951,37,Private,Law,Female,London,29300,UK,463,8700,0,1,0,1
5957,52,Private,Media,Male,London,12600,UK,659,9700,0,1,0,0
5960,27,Public,Healthcare,Female,South East,30600,UK,333,8900,0,1,0,1
5962,16,Public,Infrastructure,Male,South East,31500,UK,378,12400,0,1,0,1
5970,64,Private,Technology,Female,North West,13300,UK,392,9000,0,1,0,1
5987,21,Unemployed,N/A,Female,North East,0,UK,612,11100,0,1,0,0
6014,40,Private,Media,Male,South East,56900,UK,122,11300,0,1,0,1
6022,53,Private,Law,Male,South East,11900,UK,692,12900,0,1,0,0
6028,39,Private,Healthcare,Male,South East,19000,UK,559,12300,0,1,0,0
6036,23,Public,Education,Male,South East,27300,UK,380,8100,0,1,0,1
6037,26,Private,Finance,Male,London,37800,UK,359,11500,0,1,0,1
6061,31,Private,Retail,Male,South East,21900,Po,365,9300,0,1,0,1
6062,26,Self-Employed,Technology,Male,West Midlands,23500,UK,584,6900,0,1,0,0
6069,24,Public,Law Enforcement,Female,London,31000,UK,319,11900,0,1,0,1
6070,26,Private,Healthcare,Male,North West,29200,UK,175,10800,0,1,0,1
6073,24,Private,Law,Male,West Midlands,19500,UK,783,13100,0,1,0,0
6076,31,Private,Technology,Female,London,26100,UK,507,11200,0,1,0,0
6098,26,Private,Agriculture,Male,London,24400,UK,250,9600,0,1,0,1
6101,23,Private,Technology,Male,North West,41200,UK,862,7300,0,1,0,0
6104,37,Private,Healthcare,Female,South East,44300,UK,641,12200,0,1,0,0
6116,39,Private,Engineering,Male,West Midlands,24900,UK,358,6500,0,1,0,1
6124,22,Private,Retail,Male,Scotland,17200,UK,242,9700,0,1,0,1
6126,38,Private,Agriculture,Male,Scotland,24600,UK,694,7800,0,1,0,0
6129,31,Private,Retail,Female,South East,24800,UK,959,11900,0,1,0,0
6130,36,Private,Healthcare,Female,West Midlands,12400,UK,739,10200,0,1,0,0
6155,18,Private,Technology,Male,North West,26400,UK,482,14100,0,1,0,1
6187,27,Public,Infrastructure,Male,North West,21900,UK,407,7400,0,1,0,1
6191,25,Self-Employed,Healthcare,Female,South East,31700,UK,261,11600,0,1,0,1
6212,35,Private,Finance,Female,South East,83600,UK,776,8000,0,1,0,0
6215,29,Private,Law,Female,London,23700,UK,270,10500,0,1,0,1
6217,28,Public,Military,Female,South West,22000,UK,632,9600,0,1,0,0
6219,21,Public,Education,Female,South East,28300,UK,568,9700,0,1,0,0
6240,19,Public,Military,Male,North West,26000,UK,753,9400,0,1,0,0
6247,30,Private,Retail,Female,South East,36100,UK,700,12000,0,1,0,0
6260,30,Private,Retail,Female,South East,39600,UK,587,11000,0,1,0,0
6267,41,Private,Finance,Male,South West,17500,UK,27,11400,0,1,0,1
6279,46,Self-Employed,Agriculture,Female,Scotland,14800,UK,659,13400,0,1,0,0
6281,32,Private,Healthcare,Male,North West,48900,UK,465,6800,0,1,0,1
6289,20,Unemployed,N/A,Male,London,0,UK,229,14500,0,1,0,1
6306,24,Unemployed,N/A,Male,Midlands,0,UK,820,9000,0,1,0,0
